Firename_year,Fire_year_month,Fire_year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities,Start_month
MISSION_2013,MISSION_2013_8,2013,NA,NA,NA,MISSION,2013-08-22,2013-08-25,USFS,NA,4500,BG,Human,0,FHL-2679,NA,Monterey,NA,NA,NA,NA,0,0,0,8
FISH_2013,FISH_2013_8,2013,NA,NA,NA,FISH,2013-08-23,2013-09-05,USFS,NA,2060,T,Lightning,0,SQF-3295,NA,Tulare,NA,NA,NA,NA,0,0,0,8
WINDY PEAK_2013,WINDY PEAK_2013_8,2013,NA,NA,NA,WINDY PEAK,2013-08-23,2013-10-20,USFS,NA,681,TB,Lightning,0,KNP-113,NA,Fresno,NA,NA,NA,NA,0,0,0,8
DELUZ_2013,DELUZ_2013_10,2013,NA,NA,NA,DELUZ,2013-10-05,2013-10-09,MIL,NA,2236,BG,Unidentified,0,MCP-3197,NA,San Diego,NA,NA,NA,NA,0,0,0,10
HIGHGLADE_2013,HIGHGLADE_2013_11,2013,NA,NA,NA,HIGHGLADE,2013-11-23,2013-11-23,USFS,NA,305,B,Unidentified,0,MNF-1729,NA,Lake,NA,NA,NA,NA,0,0,0,11
PFEIFFER_2013,PFEIFFER_2013_12,2013,NA,NA,NA,PFEIFFER,2013-12-16,2013-12-16,USFS,NA,917,B,Unidentified,38,LPF-3810,NA,Monterey,NA,NA,NA,NA,0,0,0,12
RED_2014,RED_2014_1,2014,NA,NA,NA,RED,2014-01-04,2014-01-12,CDF,333,NA,TB,Debris Burning,0,HUU-81,NA,Humboldt,NA,NA,NA,NA,0,0,0,1
PIERCE_2014,PIERCE_2014_3,2014,NA,NA,NA,PIERCE,2014-03-15,2014-03-16,Local,NA,350,BG,Arson,0,RRU-27677,NA,Riverside,NA,NA,NA,NA,0,0,0,3
BERNARDO_2014,BERNARDO_2014_5,2014,NA,NA,NA,BERNARDO,2014-05-13,2014-05-21,Local,NA,1548,BG,Equipment Use,0,MVU-10055,NA,San Diego,NA,NA,NA,NA,0,0,0,5
SAN DIEGO COMPLEX_2014,SAN DIEGO COMPLEX_2014_5,2014,NA,NA,NA,SAN DIEGO COMPLEX,2014-05-14,2014-05-22,CDF,2438,NA,B,Undetermined,48,MVU-10242,NA,San Diego,NA,NA,NA,NA,5,0,0,5
HUNTER_2014,HUNTER_2014_5,2014,NA,NA,NA,HUNTER,2014-05-26,2014-06-04,CDF,677,NA,B,Undetermined,3,MMU-8974,NA,Mariposa,NA,NA,NA,NA,0,0,0,5
59_2014,59_2014_6,2014,NA,NA,NA,59,2014-06-04,2014-06-09,CDF,402,NA,G,Vehicle,0,TCU-4987,NA,Tuolumne,NA,NA,NA,NA,0,0,0,6
GUN CLUB_2014,GUN CLUB_2014_6,2014,NA,NA,NA,GUN CLUB,2014-06-19,2014-06-19,CDF,400,NA,G,Debris Burning,0,MMU-10597,NA,Merced,NA,NA,NA,NA,0,0,0,6
BUTTS_2014,BUTTS_2014_7,2014,NA,NA,NA,BUTTS,2014-07-01,2014-07-10,CDF,4300,NA,G,Equipment Use,9,LNU-5333,NA,Napa,NA,NA,NA,NA,0,0,0,7
MONTICELLO_2014,MONTICELLO_2014_7,2014,NA,NA,NA,MONTICELLO,2014-07-04,2014-07-13,CDF,6488,NA,G,Human,0,LNU-5465,NA,Yolo,NA,NA,NA,NA,0,0,0,7
BULLY_2014,BULLY_2014_7,2014,NA,NA,NA,BULLY,2014-07-11,2014-07-23,CDF,12661,NA,G,Vehicle,18,SHU-6248,NA,Shasta,NA,NA,NA,NA,1,0,1,7
GUN CLUB_2014,GUN CLUB_2014_7,2014,NA,NA,NA,GUN CLUB,2014-07-24,2014-08-02,CDF,422,NA,G,Human,0,MMU-12965,NA,Merced,NA,NA,NA,NA,0,0,0,7
SAND_2014,SAND_2014_7,2014,NA,NA,NA,SAND,2014-07-25,2014-08-03,CDF,4240,NA,TB,Vehicle,47,AEU-18237,NA,El Dorado,NA,NA,NA,NA,0,0,0,7
KELLEY_2014,KELLEY_2014_7,2014,NA,NA,NA,KELLEY,2014-07-26,2014-07-26,CDF,1000,NA,GW,Undetermined,0,MMU-13131,NA,Merced,NA,NA,NA,NA,0,0,0,7
WEB_2014,WEB_2014_7,2014,NA,NA,NA,WEB,2014-07-29,2014-08-27,CDF,378,NA,TB,Equipment Use,0,BTU-10700,NA,Butte,NA,NA,NA,NA,0,0,0,7
DAY_2014,DAY_2014_7,2014,NA,NA,NA,DAY,2014-07-30,2014-08-13,CDF,13153,NA,TB,Lightning,10,LMU-3472,NA,Modoc,NA,NA,NA,NA,0,0,0,7
LODGE COMPLEX_2014,LODGE COMPLEX_2014_7,2014,NA,NA,NA,LODGE COMPLEX,2014-07-30,2014-09-21,CDF,12535,NA,TB,Lightning,0,MEU-7202,NA,Mendocino,NA,NA,NA,NA,0,0,0,7
THIRTY ONE 2_2014,THIRTY ONE 2_2014_8,2014,NA,NA,NA,THIRTY ONE 2,2014-08-09,2014-08-09,CDF,370,NA,G,Vehicle,0,LNU-6737,NA,Yolo,NA,NA,NA,NA,0,0,0,8
JUNCTION_2014,JUNCTION_2014_8,2014,NA,NA,NA,JUNCTION,2014-08-18,2014-08-25,CDF,612,NA,B,Undetermined,47,MMU-14633,NA,Madera,NA,NA,NA,NA,6,0,0,8
OREGON_2014,OREGON_2014_8,2014,NA,NA,NA,OREGON,2014-08-24,2014-08-30,CDF,461,NA,BG,Vehicle,1,SHU-7763,NA,Trinity,NA,NA,NA,NA,0,0,0,8
GULCH_2014,GULCH_2014_9,2014,NA,NA,NA,GULCH,2014-09-10,2014-09-15,CDF,1300,NA,B,Vehicle,4,SHU-8322,NA,Shasta,NA,NA,NA,NA,0,0,0,9
BLACK_2014,BLACK_2014_9,2014,NA,NA,NA,BLACK,2014-09-13,2014-09-17,CDF,403,NA,B,Equipment Use,11,MEU-8882,NA,Mendocino,NA,NA,NA,NA,0,0,0,9
COURTNEY_2014,COURTNEY_2014_9,2014,NA,NA,NA,COURTNEY,2014-09-14,2014-09-22,CDF,320,NA,B,Undetermined,49,MMU-16429,NA,Madera,NA,NA,NA,NA,7,0,0,9
NELSON_2014,NELSON_2014_9,2014,NA,NA,NA,NELSON,2014-09-18,2014-09-21,CDF,500,NA,G,Electrical power,0,BTU-13428,NA,Butte,NA,NA,NA,NA,0,0,0,9
APPLEGATE_2014,APPLEGATE_2014_10,2014,NA,NA,NA,APPLEGATE,2014-10-08,2014-10-22,CDF,459,NA,TB,Undetermined,10,NEU-23454,NA,Placer,NA,NA,NA,NA,0,0,0,10
CAMPBELL_2014,CAMPBELL_2014_1,2014,NA,NA,NA,CAMPBELL,2014-01-02,2014-01-10,USFS,NA,865,TB,Human,0,LNF-27,NA,Tehama,NA,NA,NA,NA,0,0,0,1
SODA_2014,SODA_2014_1,2014,NA,NA,NA,SODA,2014-01-14,2014-04-19,USFS,NA,1612,TB,Undetermined,0,SQF-120,NA,Tulare,NA,NA,NA,NA,0,0,0,1
COLBY_2014,COLBY_2014_1,2014,NA,NA,NA,COLBY,2014-01-16,2014-01-24,USFS,NA,1952,BG,Undetermined,15,ANF-231,NA,Los Angeles,NA,NA,NA,NA,8,0,0,1
ETIWANDA_2014,ETIWANDA_2014_4,2014,NA,NA,NA,ETIWANDA,2014-04-30,2014-05-01,USFS,NA,2200,BG,Human,0,BDF-6646,NA,San Bernardino,NA,NA,NA,NA,0,0,0,4
MIGUELITO_2014,MIGUELITO_2014_5,2014,NA,NA,NA,MIGUELITO,2014-05-13,2014-05-16,Local,NA,632,B,Undetermined,0,SBC-5573,NA,Santa Barbara,NA,NA,NA,NA,0,0,0,5
POINSETTIA_2014,POINSETTIA_2014_5,2014,NA,NA,NA,POINSETTIA,2014-05-14,2014-05-17,Local,NA,600,B,Undetermined,28,CBD-3777,NA,San Diego,NA,NA,NA,NA,0,0,0,5
BASILONE COMPLEX_2014,BASILONE COMPLEX_2014_5,2014,NA,NA,NA,BASILONE COMPLEX,2014-05-17,2014-05-19,MIL,NA,21240,BG,Undetermined,0,MCP-1363,NA,San Diego,NA,NA,NA,NA,1,0,0,5
SHIRLEY_2014,SHIRLEY_2014_6,2014,NA,NA,NA,SHIRLEY,2014-06-13,2014-06-21,USFS,NA,2545,TG,Undetermined,4,SQF-1850,NA,Kern,NA,NA,NA,NA,0,0,0,6
STONY_2014,STONY_2014_6,2014,NA,NA,NA,STONY,2014-06-19,2014-06-22,MIL,NA,4840,TG,Human,0,FHL-1693,NA,Monterey,NA,NA,NA,NA,0,0,0,6
LOOP_2014,LOOP_2014_6,2014,NA,NA,NA,LOOP,2014-06-30,2014-06-30,MIL,NA,500,BG,Undetermined,0,FHL-1818,NA,Monterey,NA,NA,NA,NA,0,0,0,6
MODOC JULY COMPLEX_2014,MODOC JULY COMPLEX_2014_7,2014,NA,NA,NA,MODOC JULY COMPLEX,2014-07-01,2014-07-07,USFS,NA,2566,B,Lightning,0,MDF-344,NA,Modoc,NA,NA,NA,NA,0,0,0,7
NICOLLS_2014,NICOLLS_2014_7,2014,NA,NA,NA,NICOLLS,2014-07-11,2014-07-19,USFS,NA,1680,T,Undetermined,0,SQF-2381,NA,Kern,NA,NA,NA,NA,0,0,0,7
DARK HOLE_2014,DARK HOLE_2014_7,2014,NA,NA,NA,DARK HOLE,2014-07-16,2014-08-20,NPS,NA,1077,TB,Lightning,0,YNP-57,NA,Mariposa,NA,NA,NA,NA,0,0,0,7
EL PORTAL_2014,EL PORTAL_2014_7,2014,NA,NA,NA,EL PORTAL,2014-07-26,2014-08-04,NPS,NA,4689,B,Undetermined,2,YNP-83,NA,Mariposa,NA,NA,NA,NA,2,0,0,7
FRENCH_2014,FRENCH_2014_7,2014,NA,NA,NA,FRENCH,2014-07-28,2014-08-18,USFS,NA,13838,TB,Human,0,SNF-1619,NA,Madera,NA,NA,NA,NA,0,0,0,7
BALD_2014,BALD_2014_7,2014,NA,NA,NA,BALD,2014-07-30,2014-08-16,USFS,NA,39736,B,Lightning,0,LNF-3479,NA,Shasta,NA,NA,NA,NA,0,0,0,7
COFFEE COMPLEX_2014,COFFEE COMPLEX_2014_7,2014,NA,NA,NA,COFFEE COMPLEX,2014-07-30,2014-08-31,USFS,NA,6258,TB,Lightning,0,SHF-2423,NA,Trinity,NA,NA,NA,NA,0,0,0,7
KNF BEAVER_2014,KNF BEAVER_2014_7,2014,NA,NA,NA,KNF BEAVER,2014-07-30,2014-08-30,USFS,NA,32469,T,Lightning,6,KNF-5497,NA,Siskiyou,NA,NA,NA,NA,0,0,0,7
LITTLE DEER_2014,LITTLE DEER_2014_7,2014,NA,NA,NA,LITTLE DEER,2014-07-31,2014-08-11,USFS,NA,5503,TB,Lightning,1,KNF-5575,NA,Siskiyou,NA,NA,NA,NA,0,0,0,7
EILER_2014,EILER_2014_7,2014,NA,NA,NA,EILER,2014-07-31,2014-08-24,USFS,NA,32416,TB,Undetermined,21,LNF-3502,NA,Shasta,NA,NA,NA,NA,0,0,0,7
JULY COMPLEX_2014,JULY COMPLEX_2014_8,2014,NA,NA,NA,JULY COMPLEX,2014-08-03,2014-09-25,USFS,NA,50042,T,Lightning,2,KNF-5564,NA,Siskiyou,NA,NA,NA,NA,0,0,0,8
HAPPY CAMP COMPLEX_2014,HAPPY CAMP COMPLEX_2014_8,2014,NA,NA,NA,HAPPY CAMP COMPLEX,2014-08-14,2014-10-31,USFS,NA,134056,T,Lightning,6,KNF-5956,NA,Siskiyou,NA,NA,NA,NA,2,0,0,8
MEADOW_2014,MEADOW_2014_8,2014,NA,NA,NA,MEADOW,2014-08-15,2014-09-29,NPS,NA,4772,TB,Undetermined,0,YNP-101,NA,Mariposa,NA,NA,NA,NA,0,0,0,8
WAY_2014,WAY_2014_8,2014,NA,NA,NA,WAY,2014-08-18,2014-08-28,USFS,NA,4045,TB,Undetermined,12,CND-3148,NA,Kern,NA,NA,NA,NA,4,0,0,8
SILVERADO_2014,SILVERADO_2014_9,2014,NA,NA,NA,SILVERADO,2014-09-12,2014-09-20,USFS,NA,985,B,Undetermined,0,CNF-2873,NA,Orange,NA,NA,NA,NA,0,0,0,9
KING_2014,KING_2014_9,2014,NA,NA,NA,KING,2014-09-13,2014-10-09,USFS,NA,97717,TB,Human,80,ENF-23461,NA,El Dorado,NA,NA,NA,NA,1,0,0,9
TRACT 17_2014,TRACT 17_2014_9,2014,NA,NA,NA,TRACT 17,2014-09-17,2014-09-19,FWS,NA,395,G,Human,0,SWR-1266,NA,Glenn,NA,NA,NA,NA,0,0,0,9
DOG ROCK_2014,DOG ROCK_2014_10,2014,NA,NA,NA,DOG ROCK,2014-10-07,2014-10-12,NPS,NA,311,B,Undetermined,0,YNP-124,NA,Mariposa,NA,NA,NA,NA,0,0,0,10
ROUND_2015,ROUND_2015_2,2015,NA,NA,NA,ROUND,2015-02-06,2015-02-13,CDF,7000,NA,B,Undetermined,43,BDU-1662,NA,Inyo,NA,NA,NA,NA,5,0,0,2
HIGHWAY_2015,HIGHWAY_2015_4,2015,NA,NA,NA,HIGHWAY,2015-04-18,2015-04-24,CDF,1049,NA,TG,Equipment use,0,RRU-44605,NA,Riverside,NA,NA,NA,NA,0,0,0,4
FOREBAY_2015,FOREBAY_2015_5,2015,NA,NA,NA,FOREBAY,2015-05-11,2015-05-12,CDF,692,NA,G,Vehicle,0,MMU-8812,NA,Merced,NA,NA,NA,NA,0,0,0,5
CORRINE_2015,CORRINE_2015_6,2015,NA,NA,NA,CORRINE,2015-06-18,2015-06-24,CDF,920,NA,TBG,Electrical power,2,MMU-11662,NA,Madera,NA,NA,NA,NA,0,0,0,6
PARKHILL_2015,PARKHILL_2015_6,2015,NA,NA,NA,PARKHILL,2015-06-20,2015-06-20,CDF,1791,NA,B,Vehicle,18,SLU-6113,NA,San Luis Obispo,NA,NA,NA,NA,3,0,0,6
IONE_2015,IONE_2015_7,2015,NA,NA,NA,IONE,2015-07-02,2015-07-05,CDF,357,NA,G,Arson,0,AEU-17193,NA,Sacramento,NA,NA,NA,NA,0,0,0,7
YORK_2015,YORK_2015_7,2015,NA,NA,NA,YORK,2015-07-04,2015-07-06,CDF,395,NA,G,Lightning,0,SKU-5078,NA,Siskiyou,NA,NA,NA,NA,0,0,0,7
MCCABE_2015,MCCABE_2015_7,2015,NA,NA,NA,MCCABE,2015-07-18,2015-07-22,CDF,1600,NA,G,Lightning,0,MMU-13970,NA,Merced,NA,NA,NA,NA,0,0,0,7
TRIPLE 3_2015,TRIPLE 3_2015_7,2015,NA,NA,NA,TRIPLE 3,2015-07-21,2015-07-21,CDF,430,NA,G,Lightning,0,TUU-383,NA,Tulare,NA,NA,NA,NA,0,0,0,7
WRAGG_2015,WRAGG_2015_7,2015,NA,NA,NA,WRAGG,2015-07-22,2015-08-06,CDF,8051,NA,B,Vehicle,2,LNU-6678,NA,Napa,NA,NA,NA,NA,5,0,0,7
LOWELL_2015,LOWELL_2015_7,2015,NA,NA,NA,LOWELL,2015-07-25,2015-08-12,CDF,2304,NA,TG,Undetermined,3,NEU-17851,NA,Nevada,NA,NA,NA,NA,1,0,0,7
SWEDES_2015,SWEDES_2015_7,2015,NA,NA,NA,SWEDES,2015-07-29,2015-08-16,CDF,400,NA,B,Debris Burning,16,BTU-10917,NA,Butte,NA,NA,NA,NA,0,0,0,7
ROCKY_2015,ROCKY_2015_7,2015,NA,NA,NA,ROCKY,2015-07-29,2015-08-14,CDF,69636,NA,TBG,Equipment use,96,LNU-6984,NA,Lake,NA,NA,NA,NA,8,0,0,7
HUMBOLDT COMPLEX_2015,HUMBOLDT COMPLEX_2015_7,2015,NA,NA,NA,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,CDF,4883,NA,T,Lightning,7,HUU-5606,NA,Humboldt,NA,NA,NA,NA,0,0,0,7
CREEK_2015,CREEK_2015_7,2015,NA,NA,NA,CREEK,2015-07-31,2015-07-31,CDF,1450,NA,G,Vehicle,0,MMU-14907,NA,Merced,NA,NA,NA,NA,0,0,0,7
JERUSALEM_2015,JERUSALEM_2015_8,2015,NA,NA,NA,JERUSALEM,2015-08-09,2015-08-25,CDF,25118,NA,B,Undetermined,2,LNU-7410,NA,Lake,NA,NA,NA,NA,0,0,0,8
ANZA_2015,ANZA_2015_8,2015,NA,NA,NA,ANZA,2015-08-10,2015-08-15,CDF,500,NA,B,Human,0,RRU-90069,NA,Riverside,NA,NA,NA,NA,0,0,0,8
CUESTA_2015,CUESTA_2015_8,2015,NA,NA,NA,CUESTA,2015-08-16,2015-09-03,CDF,2446,NA,G,Vehicle,1,SLU-8555,NA,San Luis Obispo,NA,NA,NA,NA,0,0,0,8
TESLA_2015,TESLA_2015_8,2015,NA,NA,NA,TESLA,2015-08-19,2015-08-25,CDF,2850,NA,G,Undetermined,1,SCU-5524,NA,Alameda,NA,NA,NA,NA,0,0,0,8
ELK_2015,ELK_2015_9,2015,NA,NA,NA,ELK,2015-09-02,2015-09-06,CDF,700,NA,B,Equipment use,0,LNU-8268,NA,lake,NA,NA,NA,NA,0,0,0,9
BUTTE_2015,BUTTE_2015_9,2015,NA,NA,NA,BUTTE,2015-09-09,2015-10-23,CDF,70868,NA,TBG,Electrical power,965,AEU-24918,NA,Amador,NA,NA,NA,NA,0,0,2,9
LUMPKIN_2015,LUMPKIN_2015_9,2015,NA,NA,NA,LUMPKIN,2015-09-11,2015-09-21,CDF,1040,NA,TB,Arson,0,BTU-13363,NA,Butte,NA,NA,NA,NA,0,0,0,9
VALLEY_2015,VALLEY_2015_9,2015,NA,NA,NA,VALLEY,2015-09-12,2015-10-15,CDF,76067,NA,TBG,Electrical power,1958,LNU-8670,NA,Lake,NA,NA,NA,NA,93,0,4,9
TASSAJARA_2015,TASSAJARA_2015_9,2015,NA,NA,NA,TASSAJARA,2015-09-19,2015-09-29,CDF,1068,NA,B,Undetermined,20,BEU-4217,NA,Monterey,NA,NA,NA,NA,1,0,0,9
MERIDIAN_2015,MERIDIAN_2015_10,2015,NA,NA,NA,MERIDIAN,2015-10-03,2015-10-04,CDF,860,NA,G,Equipment use,0,BTU-14554,NA,Butte,NA,NA,NA,NA,0,0,0,10
CIENAGA_2015,CIENAGA_2015_10,2015,NA,NA,NA,CIENAGA,2015-10-12,2015-10-16,CDF,690,NA,TB,Electrical power,0,BEU-4582,NA,San Benito,NA,NA,NA,NA,0,0,0,10
VAN DYKE_2015,VAN DYKE_2015_2,2015,NA,NA,NA,VAN DYKE,2015-02-06,2015-02-10,USFS,NA,509,BG,Undetermined,0,OVD-107,NA,Mono,NA,NA,NA,NA,0,0,0,2
CARL_2015,CARL_2015_4,2015,NA,NA,NA,CARL,2015-04-28,2015-04-29,DOD,NA,4000,B,Undetermined,0,MCP-1207,NA,San Diego,NA,NA,NA,NA,0,0,0,4
MORTAR_2015,MORTAR_2015_4,2015,NA,NA,NA,MORTAR,2015-04-28,2015-04-29,DOD,NA,800,B,Undetermined,0,MCP-1210,NA,San Diego,NA,NA,NA,NA,0,0,0,4
GRENADE_2015,GRENADE_2015_4,2015,NA,NA,NA,GRENADE,2015-04-29,2015-05-05,DOD,NA,2025,B,Undetermined,0,MCP-1212,NA,San Diego,NA,NA,NA,NA,0,0,0,4
SADDLE_2015,SADDLE_2015_6,2015,NA,NA,NA,SADDLE,2015-06-09,2015-06-25,USFS,NA,1542,TB,Lightning,0,SHF-1371,NA,Trinity,NA,NA,NA,NA,0,0,0,6
PEANUT_2015,PEANUT_2015_6,2015,NA,NA,NA,PEANUT,2015-06-11,2015-06-11,DOD,NA,1532,G,Undetermined,0,FHL-001570,NA,Monterey,NA,NA,NA,NA,0,0,0,6
LAKE_2015,LAKE_2015_6,2015,NA,NA,NA,LAKE,2015-06-17,2015-07-05,USFS,NA,31359,TB,Undetermined,4,BDF-7894,NA,San Bernardino,NA,NA,NA,NA,0,0,0,6
SKY_2015,SKY_2015_6,2015,NA,NA,NA,SKY,2015-06-18,2015-06-26,USFS,NA,500,TB,Vehicle,0,SNF-1058,NA,Madera,NA,NA,NA,NA,0,0,0,6
CALGROVE_2015,CALGROVE_2015_6,2015,NA,NA,NA,CALGROVE,2015-06-24,2015-06-26,LAC,NA,415,B,Undetermined,0,LAC-173220,NA,Los Angeles,NA,NA,NA,NA,1,0,0,6
NORTH_2015,NORTH_2015_7,2015,NA,NA,NA,NORTH,2015-07-17,2015-07-21,USFS,NA,4250,BG,Undetermined,23,BDF-9001,NA,San Bernardino,NA,NA,NA,NA,5,0,0,7
CABIN_2015,CABIN_2015_7,2015,NA,NA,NA,CABIN,2015-07-19,2015-09-05,USFS,NA,6980,T,Lightning,0,SQF-2313,NA,Tulare,NA,NA,NA,NA,0,0,0,7
WILLOW_2015,WILLOW_2015_7,2015,NA,NA,NA,WILLOW,2015-07-25,2015-08-15,USFS,NA,5702,T,Undetermined,0,SNF-1689,NA,Madera,NA,NA,NA,NA,0,0,0,7
FROG_2015,FROG_2015_7,2015,NA,NA,NA,FROG,2015-07-30,2015-08-06,USFS,NA,4863,T,Lightning,0,MDF-570,NA,Modoc,NA,NA,NA,NA,0,1,0,7
RIVER COMPLEX_2015,RIVER COMPLEX_2015_7,2015,NA,NA,NA,RIVER COMPLEX,2015-07-30,2015-10-15,USFS,NA,77081,T,Lightning,0,SHF-2066,NA,Trinity,NA,NA,NA,NA,0,0,0,7
ROUTE COMPLEX_2015,ROUTE COMPLEX_2015_7,2015,NA,NA,NA,ROUTE COMPLEX,2015-07-30,2015-08-31,USFS,NA,35675,T,Lightning,2,SRF-1476,NA,Humboldt,NA,NA,NA,NA,0,0,0,7
FORK COMPLEX_2015,FORK COMPLEX_2015_7,2015,NA,NA,NA,FORK COMPLEX,2015-07-30,2015-08-29,USFS,NA,36499,TBG,Undetermined,12,SHF-2067,NA,Trinity,NA,NA,NA,NA,0,0,0,7
MAD RIVER COMPLEX_2015,MAD RIVER COMPLEX_2015_7,2015,NA,NA,NA,MAD RIVER COMPLEX,2015-07-30,2015-09-03,USFS,NA,37462,T,Lightning,4,SRF-1433,NA,Trinity,NA,NA,NA,NA,0,0,0,7
ROUGH_2015,ROUGH_2015_7,2015,NA,NA,NA,ROUGH,2015-07-31,2015-12-01,USFS,NA,151623,TBG,Lightning,4,SNF-1746,NA,Fresno,NA,NA,NA,NA,0,0,0,7
SOUTH COMPLEX_2015,SOUTH COMPLEX_2015_8,2015,NA,NA,NA,SOUTH COMPLEX,2015-08-01,2015-10-01,USFS,NA,29416,T,Lightning,3,SHF-2108,NA,Trinity,NA,NA,NA,NA,0,0,0,8
NICKOWITZ_2015,NICKOWITZ_2015_8,2015,NA,NA,NA,NICKOWITZ,2015-08-01,2015-09-30,USFS,NA,7509,T,Lightning,0,SRF-1470,NA,Del Norte,NA,NA,NA,NA,0,0,0,8
DODGE_2015,DODGE_2015_8,2015,NA,NA,NA,DODGE,2015-08-03,2015-08-17,BLM,NA,10570,B,Human,0,NOD-3806,NA,Lassen,NA,NA,NA,NA,0,0,0,8
GASQUET COMPLEX_2015,GASQUET COMPLEX_2015_7,2015,NA,NA,NA,GASQUET COMPLEX,2015-07-31,2015-10-15,USFS,NA,30361,T,Lightning,0,SRF-1488,NA,Del Norte,NA,NA,NA,NA,0,0,0,7
HORNO_2015,HORNO_2015_8,2015,NA,NA,NA,HORNO,2015-08-13,2015-08-17,DOD,NA,1846,NA,Human,0,MCP-2459,NA,San Diego,NA,NA,NA,NA,0,0,0,8
CABIN_2015,CABIN_2015_8,2015,NA,NA,NA,CABIN,2015-08-14,2014-08-20,USFS,NA,1723,NA,Undetermined,3,ANF-3611,NA,Los Angeles,NA,NA,NA,NA,0,0,0,8
WALKER_2015,WALKER_2015_8,2015,NA,NA,NA,WALKER,2015-08-14,2015-08-31,USFS,NA,3676,NA,Undetermined,0,INF-1319,NA,Mono,NA,NA,NA,NA,0,0,0,8
WARM_2015,WARM_2015_8,2015,NA,NA,NA,WARM,2015-08-16,2015-08-19,USFS,NA,300,NA,Undetermined,3,ANF-3651,NA,Los Angeles,NA,NA,NA,NA,3,0,0,8
DEER_2015,DEER_2015_8,2015,NA,NA,NA,DEER,2015-08-18,2015-08-20,KRN,NA,311,NA,Undetermined,0,KRN-30112,NA,Kern,NA,NA,NA,NA,0,0,0,8
TENAYA_2015,TENAYA_2015_9,2015,NA,NA,NA,TENAYA,2015-09-07,2015-09-16,USFS,NA,415,NA,Undetermined,0,YNP-123,NA,Mariposa,NA,NA,NA,NA,0,0,0,9
SOLIMAR_2015,SOLIMAR_2015_12,2015,NA,NA,NA,SOLIMAR,2015-12-25,2015-12-28,VNC,NA,1288,NA,Undetermined,0,VNC-89187,NA,Ventura,NA,NA,NA,NA,0,0,0,12
METZ_2016,METZ_2016_5,2016,NA,NA,NA,METZ,2016-05-22,2016-05-25,CDF,3876,NA,BG,Debris Burning,0,BEU-2369,NA,Monterey,NA,NA,NA,NA,0,0,0,5
BORDER 3_2016,BORDER 3_2016_6,2016,NA,NA,NA,BORDER 3,2016-06-19,2016-07-01,CDF,7609,NA,BG,Undetermined,16,MVU-14498,NA,San Diego,NA,NA,NA,NA,3,NA,2,6
DINOSAUR_2016,DINOSAUR_2016_6,2016,NA,NA,NA,DINOSAUR,2016-06-25,2016-06-26,CDF,1246,NA,G,Vehicle,0,MMU-12363,NA,Merced,NA,NA,NA,NA,0,0,0,6
RANCHO_2016,RANCHO_2016_6,2016,NA,NA,NA,RANCHO,2016-06-28,2016-06-30,CDF,372,NA,G,Vehicle,0,AEU-17670,NA,Sacramento,NA,NA,NA,NA,0,0,0,6
TRAILHEAD_2016,TRAILHEAD_2016_6,2016,NA,NA,NA,TRAILHEAD,2016-06-28,2016-08-14,CDF,5645,NA,BT,Undetermined,0,NEU-15200,NA,Placer,NA,NA,NA,NA,0,0,0,6
COLYEAR_2016,COLYEAR_2016_6,2016,NA,NA,NA,COLYEAR,2016-06-30,2016-07-06,CDF,464,NA,BG,Electrical power,0,TGU-5731,NA,Tehama,NA,NA,NA,NA,0,0,0,6
CURRY_2016,CURRY_2016_7,2016,NA,NA,NA,CURRY,2016-07-01,2016-07-04,CDF,2944,NA,BG,Undetermined,0,FKU-9100,NA,Fresno,NA,NA,NA,NA,0,0,0,7
DEER_2016,DEER_2016_7,2016,NA,NA,NA,DEER,2016-07-01,2016-07-10,CC,NA,1785,BGT,Undetermined,0,KRN-24109,NA,Kern,NA,NA,NA,NA,0,0,0,7
APPALOOSA_2016,APPALOOSA_2016_7,2016,NA,NA,NA,APPALOOSA,2016-07-02,2016-07-15,CDF,310,NA,BGT,Electrical power,1,TCU-6914,NA,Calaveras,NA,NA,NA,NA,0,0,0,7
FIDDLER_2016,FIDDLER_2016_7,2016,NA,NA,NA,FIDDLER,2016-07-08,2016-07-09,CDF,303,NA,BGT,Arson,1,SHU-6739,NA,Shasta,NA,NA,NA,NA,1,0,0,7
FORT_2016,FORT_2016_7,2016,NA,NA,NA,FORT,2016-07-08,2016-07-09,CC,NA,554,BG,Undetermined,0,KRN-25390,NA,Kern,NA,NA,NA,NA,0,0,0,7
SAGE_2016,SAGE_2016_7,2016,NA,NA,NA,SAGE,2016-07-09,2016-07-16,CC,NA,1100,BGT,Campfire,0,LAC-198015,NA,Los Angeles,NA,NA,NA,NA,2,0,0,7
PACHECO_2016,PACHECO_2016_7,2016,NA,NA,NA,PACHECO,2016-07-12,2016-07-18,CDF,341,NA,BGT,Equipment use,2,TCU-7341,NA,Calaveras,NA,NA,NA,NA,0,0,0,7
